post/keyword,comment/tweet,username,majority_sent,lang_id
Saya telah ke Bangunan Persekutuan dan Hospital Sultanah Aminah siang tadi sejurus menerima berita mengenai banjir yang naik mendadak. Semoga dipermudahkan urusan semua yang menghadapi kesulitan akibat banjir ini. #BangsaJohor #MajuJohor Publish: 2-8-2022,Tq MB johor,bd3d9e21-120,positive,cm
Semoga semuanya selamat ???? #banjir2022 #banjirbaling #pelajaryayasankhairiah #pray #kgiboi Publish: 4-7-2022,Alhamdulillah air dah semakin surut .. Terima kasih semua yg mendoakan ??,c9aee8c3-1c2,positive,my
Semoga semuanya selamat ???? #banjir2022 #banjirbaling #pelajaryayasankhairiah #pray #kgiboi Publish: 4-7-2022,kmi balai bomba kampong berjaya kmi nk turun sna keadan sekarang mcm mna masih teqok ka,e62cc965-5b8,positive,my
Semoga semuanya selamat ???? #banjir2022 #banjirbaling #pelajaryayasankhairiah #pray #kgiboi Publish: 4-7-2022,tpi tu la ad yg ibu mengandung hilang n oqang tua lumpuh tu xleh nk terbayang uhh,c666cffc-f67,positive,my
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,Projek naik bak cendawan slps hujan.. tapi Sistem perparitan Dan tapak tebatan banjir tiada,8abfc112-f73,negative,my
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,nak jimat pakai sistem perparitan sedia ada. ??,a9486cdd-da8,negative,my
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,Hebat Jasa Najib ??,22d31eae-e8c,positive,my
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,tahun ni ja dah berapa kali banjir ????,bf2acac0-be9,negative,my
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,kalau bljr geog mesti tau musim tenkujuh sampai bulan brp sebenarnya,cf946e28-599,neutral,my
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,tak ingat dah lama tinggai sekolah ????.. takkan tak ada apa2 inisiatif nak kurangkan banjir? ????,bf2acac0-be9,negative,my
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,mmg ah tpi tahun ii sblum ni x smpai bnjir brpa kali mcm thun ni,714da083-615,neutral,my
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,kuasa allah ujian dibulan ramadhan,52748062-67d,positive,my
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,"TAK PELIK DAN TAK HAIRAN,KALAU DH HILANG DARI PETA TU BARU HAIRAN DAN PELIK.",97b419f4-01c,positive,my
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,berapa lama lagi mahu menghadapi masalah ni? kenapa belum ada tindakan yang bernas. hopeless ministers and government!,379add8a-b50,negative,cm
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,cannot solve. no more place to store the rainwater bah??,aa4daf44-039,negative,cm
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,sesiapa yg buat research pasal KL. Depa tahu kelemahan KL??,52ed8546-197,negative,cm
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,Negara Maju Vision 2020. Buat pembangunan Pesat Tanpa Saliran & Pembentungan yg Memandai..??????,1e225b8a-7e2,negative,cm
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,kesalahan apa lagi yang HambaNYA lakukan lagi ni,61d9e1c0-8ea,positive,my
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,longkang sumbat x de jln keluar utk air..tu je silapnya,33ef2702-5a5,negative,my
14 laluan utama sekitar KL dinaiki air tadi. 25 APR 2022. #beritaditiktok #TrendingNewsMalaysia #BANJIR #fyp Publish: 25-4-2022,KESALAHNYA ADELAH LONGKANG TERSUMBAT,7a5e7a02-6fe,negative,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,ya allah.smoga cepat surut air ini,92d75480-cfb,positive,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,semoga hujan itu penghapus dosa2 kecik dan semoga covid pergi jauh dari muka bumi??,83c9a8de-87f,positive,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,"Jauhi yg dilarang Nya dan kerjakan yg diwajibkan Nya. jgn PRN seperti pesta, berkumpul dgn SOP longar tapi ketat ke mesjid sholat jum'at.",4297f45a-767,positive,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,"Allah dah tunjuk,apa tindakan kita,semoga dipermudahkan segalanya ??????",53e98813-af4,positive,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,ni la tanda2 Bila saf di masjid tak di rapat kan.allah tunjukan satu persatu kuasa nya,49504e67-3fc,positive,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,Yang pelik nya hujan lebat biasa pun banjir sampai macam ni kat kulai pun banjir????,0f3099ab-689,negative,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,betul ke ni. kl bnjir plk. Terengganu baru je lepas????,08c6c8e1-63b,neutral,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,ya 7.3.22 hujan lebat lebih 1jam,8cadbda6-504,neutral,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,"teguran allah s.w.t pd kita sume. byg kn penduduk terdesak, klcc diserbu ntk bekalan mcm mydin dulu",c36b1a4f-9e9,neutral,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,Kalau bukak masjid mesti tak mcmni . Tak pnah jadi mcmni . Allah uji satu2 .,0c7d201c-3e3,positive,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,"Allahu Akbar,KWSP bru jer keluar...kesiannya nk repair semua mahal...raya da DKT tgl beberapa hari jer lg...??????semua NIE adala ujian Allah...",498bff42-c4c,positive,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,Allah nak raya jadi mcm ni kena banyak bersabar la dugaan??????????,7a5585e9-ca8,positive,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,Kalo saya menangis smpi kuow air mata tngk knderaan tenggelam mcm ni..????????????????????,9cf19a09-fd0,neutral,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,"buka lah kembali rumah allah tempat kita memohon,segala musibah akan segera hilang,ini adalah teguran allah,PLS buka kembali masjid.",4d74cc93-c72,positive,my
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,Seriesly KLCC?,23da6e26-1a9,neutral,en
#banjir#klcc #ya Allah selamatkanlah kami semua Publish: 7-3-2022,Tuhan dah bg cash slow n steady..masih ada yg lalai..musibah demi musibah melanda bumi malaysia skrg,594f8bca-747,positive,cm
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,maksiat bnyak sangat ditutupi dngan duit??,cf5b3847-b8d,negative,my
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,sedihnya.. ni lah pasal Salah satu sebab kenapa duit kwsp diperlukan...takkan nak buat pinjaman..hurmmm,6008680c-64f,negative,my
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,masalahnya pinjaman pun tak lulus,a56a3a96-b89,negative,my
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,solat kena rapatkan saf...zina pun bermaharaja lela dah...jauhkan zina..benda tu perosak bangsa dan antara dosa yg tuhan balas dkat dunia sblm akhirat,64ecaa71-3c6,neutral,my
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,Ya Allah ketuk lah hati pak menteri semua buka lah masjid.rapatkan saf.buat solat hajat.,97acc1fd-b2a,positive,my
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,penuhkan masjid n rapatkan saf....insyaAllah...,82c974f7-920,positive,my
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,"Kalau Allah s.w.t kata “Jadi”, maka jadilah..siapa kita nk lawan takdir allah...",ecafa270-21a,positive,my
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,"walhal hujan lebat baru setakat 3 jam gitu.. tetiba dah banjir serupa mcm org kampung kena banjir.. sama2 rasa.. ya Allah, ampuni lah kami ??",9f1c7b96-76d,positive,my
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,global warming this is just the beginning,fa7b2b29-4c0,negative,en
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,jgn start engine bukk bonet cabut battery,35b1b7dd-243,neutral,cm
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,Solatlah spt yg dianjurkan..rapatkan saf. Biarkan mereka di luar sana dgn cara mrk..mohonlah padaNya keselamatan dan perlindungan.,116a7d6a-b99,positive,my
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,This parking lot is not a new news btw. It happened almost every year. The parking management should take a preventative measure like send,acd8cd69-ed8,negative,en
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,GLOBAL WARMING LA. GOD ASKS YOU TO SOLVE IT. NOT JUST PRAY TO HIM. TAKE RESPONSIBILITY TO SOLVE IT!,2c0c14d6-421,negative,en
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,kalau semua booster mesti X jadi mcm ni????????,20ce430f-460,negative,cm
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,so much money here and so much water to,e06c85a7-88f,negative,en
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,ape pun rakyat malaysia kena bljr redho lps ni selagi kita xjaga kedaulatan agama kita...lps ni lg padu??,d1e9198a-9dd,positive,my
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,Nak gi masjid solat jumaat tak di bagi… ambiklah hujan tu.,c6b4b287-4da,negative,my
Banjir Kilat Terkini di KL 7.3.22. #banjir #flashflood #klbanjir #klbanjirkilat Publish: 7-3-2022,smart tunnel x function ke?,d60075f6-f2a,negative,cm
#banjir2021 #giant Publish: 18-12-2021,zaman dah maju eh skrg blh mandi sambil shopping??,c0da0355-d6b,positive,cm
#banjir2021 #giant Publish: 18-12-2021,betul2 kat shopping pun boleh mandi ...????????,34ea881f-7e0,negative,cm
#banjir2021 #giant Publish: 18-12-2021,Alhamdulillah ikan pun pada berenang dan soping ke mal??,1f714e94-067,positive,cm
#banjir2021 #giant Publish: 18-12-2021,semoga kinder joy selamat????,a188ef03-ccf,neutral,cm
#banjir2021 #giant Publish: 18-12-2021,kalian semua rakyat Malaysia kuat menghadapi ujian dari Allah aamiin aamiin ya Rabb ??????????????????????,e11d90fd-e53,positive,my
Banjir dekat Shah Alam . Mintak org shah alam berhati-hati. ??????#banjir2021 #banjir #banjirshahalam2021 #fyp #viral Publish: 18-12-2021,"hello, nak tnya, bhgian tmpt parking dekat kg tu naik air tak? ??.. blh tak awak tnjuk vdeo bhgian parking kreta tu ??",2a2f8205-c61,neutral,cm
Banjir dekat Shah Alam . Mintak org shah alam berhati-hati. ??????#banjir2021 #banjir #banjirshahalam2021 #fyp #viral Publish: 18-12-2021,smoge smue slamat sdare Melayu. salam dri Indonesia madura,40881fa5-70c,positive,my
Banjir dekat Shah Alam . Mintak org shah alam berhati-hati. ??????#banjir2021 #banjir #banjirshahalam2021 #fyp #viral Publish: 18-12-2021,dia yg dilangit memberi peringataan????,6851f9db-5b8,positive,my
Banjir dekat Shah Alam . Mintak org shah alam berhati-hati. ??????#banjir2021 #banjir #banjirshahalam2021 #fyp #viral Publish: 18-12-2021,rumah sya baru nk naik air... rumah jiran dh tenggelam... semoga rumah ku terselamat ????,065e2b3e-95e,neutral,my
Banjir dekat Shah Alam . Mintak org shah alam berhati-hati. ??????#banjir2021 #banjir #banjirshahalam2021 #fyp #viral Publish: 18-12-2021,air ade lgi ke,5f327698-3f5,neutral,my
Banjir dekat Shah Alam . Mintak org shah alam berhati-hati. ??????#banjir2021 #banjir #banjirshahalam2021 #fyp #viral Publish: 18-12-2021,rumah aku tenggelam jugak tapi dah surut,065e2b3e-95e,neutral,my
Banjir dekat Shah Alam . Mintak org shah alam berhati-hati. ??????#banjir2021 #banjir #banjirshahalam2021 #fyp #viral Publish: 18-12-2021,"saya dari aceh semoga allah melindungi semua ummat di syah alam,srimuda dan seluruh malaysia amin",b9db262a-3e4,positive,my
Banjir dekat Shah Alam . Mintak org shah alam berhati-hati. ??????#banjir2021 #banjir #banjirshahalam2021 #fyp #viral Publish: 18-12-2021,ya Allah mcm mna dengan kucing yg x da tuan ?? ??,d7283533-a9b,neutral,my
Banjir dekat Shah Alam . Mintak org shah alam berhati-hati. ??????#banjir2021 #banjir #banjirshahalam2021 #fyp #viral Publish: 18-12-2021,ya Allah msti ad yg bela kucing mcm mna dgn diorg Dan kucing2 diorg??,18735431-a89,neutral,my
Bumi Baling Menangis. Semoga diberi kekuatan untuk orang Baling untuk terus bangkit. #balingbanjir#banjirbaling#iboi#banjiriboi#baling Publish: 5-7-2022,moga tabah dan diganti dgn yg lebih baik,6114b5c6-982,positive,my
Bumi Baling Menangis. Semoga diberi kekuatan untuk orang Baling untuk terus bangkit. #balingbanjir#banjirbaling#iboi#banjiriboi#baling Publish: 5-7-2022,Adik comel sabar ya yang pasti title ustazah jadi idaman terbaik,06cd7d5a-090,neutral,cm
Bumi Baling Menangis. Semoga diberi kekuatan untuk orang Baling untuk terus bangkit. #balingbanjir#banjirbaling#iboi#banjiriboi#baling Publish: 5-7-2022,sabar ye. mmg penat + sedih yakin la. ada pelangi selepas hujan. ada rezeki selepas kejadian. Sy dh lalui??.,6856623a-2ce,positive,my
Bumi Baling Menangis. Semoga diberi kekuatan untuk orang Baling untuk terus bangkit. #balingbanjir#banjirbaling#iboi#banjiriboi#baling Publish: 5-7-2022,sabar n tabah wahai saudaraku ku di baling...moga Allah pmudahkan urusan kalian,a3752f97-f35,positive,my
Bumi Baling Menangis. Semoga diberi kekuatan untuk orang Baling untuk terus bangkit. #balingbanjir#banjirbaling#iboi#banjiriboi#baling Publish: 5-7-2022,So sad Ameen,e4d54f46-8b3,positive,en
Pohon doa dari semua??????banjir teruk di baling kedah??????ada rumah dibawa arus dan ada yg hilang ??#banjirbaling #prayforbalingkedah Publish: 4-7-2022,Mashaallah ramai mendoakan?????? terima kasih smua moga allah mudahkan semuanya???? Alhamdulillah setakat ni hampir semua kawasan air dh mula surut ??,3fdaed22-958,positive,my
Pohon doa dari semua??????banjir teruk di baling kedah??????ada rumah dibawa arus dan ada yg hilang ??#banjirbaling #prayforbalingkedah Publish: 4-7-2022,permudah segala urusan kaliannn...hikmah menanti..aaminn,87efc9dd-a38,positive,my
Pohon doa dari semua??????banjir teruk di baling kedah??????ada rumah dibawa arus dan ada yg hilang ??#banjirbaling #prayforbalingkedah Publish: 4-7-2022,Allahu semoga penduduk disitu tabah ??semoga dipermudahkan segala urusan dan lindungi semua dari bahaya... Aamiin??,3e45bac4-288,positive,my
Pohon doa dari semua??????banjir teruk di baling kedah??????ada rumah dibawa arus dan ada yg hilang ??#banjirbaling #prayforbalingkedah Publish: 4-7-2022,"Sabaq ...ingat allah..apa pun jadi allah tetap sayang hambanya..mudahan allah pemudahkan sgala urusan.aamiin,aamiin,aamiin",01d3d63d-1c5,positive,my
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,"umno putar alam, tgk dekat pahang mcm mana,",40820adc-1ab,negative,my
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,"Dari kerajaan Umno dulu yg sapu balak, skrg nk jd wira, sembang kemassss phuiii",a7d0c7a6-151,negative,my
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,"Sembang lah azeez, siapa lulus projek",6915442a-5e2,negative,my
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,Beza depa ni dgn mb..walaupn beza prti tpi mb mai tnpa logo mna2 parti.tpi umno mai time nk jdi hero..,41e220c3-487,negative,cm
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,Org BN cm tu la hurmm..punca dri org parti dia jgk dlu,88a97e7e-66d,negative,my
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,"Tanya la Mantan MB Kedah dulu, siapa yg bg kelulusan jual tanah kt Gunung Inas tu.... ????",134ffa09-b8c,negative,my
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,kuat berak,f754ad60-864,negative,my
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,?????? auta smua,601aa451-3e7,negative,my
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,kepada akk yg mendengar tu..cume hati² la mendengar...jgn mudah pcaya kata² ahli politik..xkisah la dari parti mane..dgr ble pcaye jgn,f388d79d-58b,negative,my
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,hebat skill dia.. cakap jgn stop.. tup tup tup kena pandai susun ayat... baru org percaya kita..,3454610b-f73,positive,cm
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,boss tabung haji ha ha ha????auta,d784696b-0f3,negative,my
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,yb sanusi dh bg video dr atas helicopter punca brlaku kepala air. umno wayang berpisah tiada,8e5a2aae-ca2,negative,my
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,dia dan konco dia yg buat masalah ni dulu.. skrg dia cerita semula kesan apa dia buat dulu.. dgr lah Allah tunjukkan apa dia buat dulu,15ca05e7-cb2,negative,my
Taklimat Ahli Parlimen Baling mengenai banjir yang berlaku di kawasannya #banjirbaling #keluargamalaysia #therakyatinsight Publish: 6-7-2022,tu bnjir balak di mentakab pahang tu..pahang kerajaan BN,f5f82ca0-b39,negative,my
